naam, type, uri, functie
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#35,"lid kerngroep Educatie, Big Improvement Day, Winkelman & van Hessen, van 2010 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#36,"lid Cultural Exchange Forum, Van Bergen Fund, van 2010 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#37,"lid Stuurgroep Leadership, Universiteit Leiden, van 2010 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#38,"lid redactieraad Leiden University Press, van 2009 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#39,"adviserend lid Onderwijsraad, van 2008 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#40,"lid commissie van aanbeveling uitwisseling UL-U.Kabul, van 2008 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#41,"lid jury Jo Keur Fonds, van 2005 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#42,"voorzitter platform Computer Ondersteund Onderwijs LUMC, van 2005 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#43,"lid Onderwijs Management Team LUMC, van 2001 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#44,"voorzitter Opleidingsbestuur Geneeskunde en Biomedische Wetenschappen LUMC, van 2001 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#45,"lid programmacommissie Leiden International Medical Students Congres, van 1999 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#46,"voorzitter Jury onderwijsprijzen studenten LUMC, van 1998 tot 2012"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#47,"voorzitter Commissie Internationalisering Onderwijs LUMC, van 1999 tot 2011"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#48,"voorzitter stuurgroep lezingencyclus Leiden Faculty Club, UL, van 2009 tot 2010"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#49,"lid stuurgroep University College Den Haag, Universiteit Leiden, van 2007 tot 2009"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#50,"kroonlid Onderwijsraad, van 2005 tot 2008"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#51,"initiator en mede-coördinator organisatie jaarlijkse Postgraduate Course Renal Pathology, American Society of Nephrology, van 1998 tot 2008"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#52,"lid klankbordgroep Onderwijs, Innovatieplatform, 2007"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#53,"vice-president (2005) en president (2006), International Renal Pathology Society"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#54,"lid Editorial Board Journal of the American Society of Nephrology, van 2001 tot 2005"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#55,"lid Editorial Board Clinical Nephrology, van 1999 tot 2005"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#56,"coördinator werkgroep Huidtumoren Integraal kankercentrum West, van 1999 tot 2005"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#57,"lid nat. contactgroep voor onderwijs in Afghanistan, 2005"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#58,"lid klankbordgroep Raad voor de Volksgezondheid en Zorg (VWS), 2002"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#59,"lid regeringscommissie kennisinfrastructuur genomics (Commissie Wijffels) van 2000 tot 2001"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#60,"adviseur Raad voor de Volksgezondheid en Zorg (VWS), 2001"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#61,"adviseur parlementaire commissie Biotechnologie (Commissie Terpstra), 2001"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#62,"lid comité van aanbeveling en advies Buitenlandse Studiereis Commisse Leidse Biologen, van 1999 tot 2000"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#63,"lid onderwijscommissie Nederlandse Vereniging voor Pathologie, van 1995 tot 2000"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#64,"lid NWO-deelwerkgemeenschap Immunopathologie, van 1992 tot 2000"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#65,"lid bestuur Nederlandse Vereniging voor Nefrologie, van 1995 tot 1999"
prof. dr. J.A. Bruijn,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_dr_j_a_bruijn_vvd#66,"voorzitter werkgroep huidtumoren Integraal Kankercentrum West, van 1995 tot 1999"
R.G.J. Dercksen,opleiding,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#1,"commerciële economie, Hogeschool Rotterdam 1985"
R.G.J. Dercksen,opleiding,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#2,"Havo Laurens College te Rotterdam"
R.G.J. Dercksen,loopbaan,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#3,"lid Provinciale Staten van Utrecht, vanaf 10 maart 2011"
R.G.J. Dercksen,loopbaan,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#4,"zelfstandig (internationaal) adviseur vastgoed, DPS Real Estate B.V., vanaf januari 1998"
R.G.J. Dercksen,loopbaan,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#5,"directeur Property Services International Amsterdam, van januari 1990 tot januari 1998"
R.G.J. Dercksen,loopbaan,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#6,"vastgoedbeheerder, VastNed, van januari 1989 tot januari 1990"
R.G.J. Dercksen,loopbaan,https://www.eerstekamer.nl/persoon/r_g_j_dercksen_pvv#7,"vastgoedbeheer commercieel Vastgoed ING Real Estate, van januari 1988 tot januari 1990"
mr. D.J.H. van Dijk,opleiding,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#1,"Nederlands recht, Rijksuniversiteit Utrecht tot 25 maart 1996"
mr. D.J.H. van Dijk,opleiding,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#2,"stage Unie van Waterschappen"
mr. D.J.H. van Dijk,opleiding,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#3,"stage wetenschappelijk bureau SGP"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#4,"lid bestuur van Yona (Bevorderen verantwoord internetgedrag), vanaf oktober 2015"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#5,"medewerker Tweede Kamerfractie, vanaf 1 september 1996 (tot 31 december 2015)"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#6,"lid Raad van Toezicht Lelie Zorggroep, vanaf september 2015"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#7,"adviseur Stichting Vormingsactiviteiten Oost-Europa, vanaf 2014"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#8,"lid Raad van Toezicht SORG, vanaf 20 juni 2012"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#9,"plv. lid klachtencommissie \"Adullam\", vanaf 2008"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#10,"adviseur GCO Hersteld Hervormde Kerk, vanaf 25 juni 2005"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#11,"commissaris EMG, vanaf 20 juni 2004"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#12,"voorzitter klachtencommissie \"Schuilplaats\", vanaf 2004"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#13,"ouderling Hersteld Hervormde Kerk van Waddinxveen"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#14,"voorzitter diaconie van de Nederlands Hervormde Bethlehemkerk-gemeente te 's-Gravenhage"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#15,"ouderling Hervormde Bethlehemkerkgemeente te 's-Gravenhage"
mr. D.J.H. van Dijk,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_d_j_h_van_dijk_sgp#16,"lid bestuur Hogeschool 'De Driestar' te Gouda"
H.M. Don,opleiding,https://www.eerstekamer.nl/persoon/h_m_don_sp#1,"gezondheidswetenschappen, Rijksuniversiteit Limburg te Maastricht, van 1990 tot 1994"
H.M. Don,opleiding,https://www.eerstekamer.nl/persoon/h_m_don_sp#2,"HBO-opleiding verpleegkunde, van 1980 tot 1984"
H.M. Don,opleiding,https://www.eerstekamer.nl/persoon/h_m_don_sp#3,"v.w.o."
H.M. Don,opleiding,https://www.eerstekamer.nl/persoon/h_m_don_sp#4,"h.a.v.o."
H.M. Don,opleiding,https://www.eerstekamer.nl/persoon/h_m_don_sp#5,"m.a.v.o."
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#6,"directeur CWZW (Centrum Wonen, Zorg en Welzijn) Stichting Leger des Heils in Noord-Brabant en Limburg, vanaf 1 april 2010"
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#7,"wethouder (van onder meer welzijn, sociale zaken, WMO, financiën, personeel en organisatie) van Eindhoven, van 24 april 2006 tot 1 april 2010"
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#8,"hoofd hulpverlening Leger des Heils in Noord-Brabant en Limburg, van december 1999 tot april 2006"
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#9,"intakefunctionaris en zorgmanager Forensisch Psychiatrisch Circuit, GGZ Eindhoven, van 1993 tot 1999"
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#10,"stafverpleegkundige, FOBA (Forensisch en Observatie Afdeling) penitentiaire inrichting Amsterdam-Zuidoost, van 1988 tot 1993"
H.M. Don,loopbaan,https://www.eerstekamer.nl/persoon/h_m_don_sp#11,"verpleegkundige afdeling psychiatrie, Academisch Ziekenhuis Utrecht, van 1984 tot 1988"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#12,"lid Raad van Toezicht van Chapeau Woonkringen, vanaf 1 december 2015 [onbezoldigd]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#13,"lid raad van advies Stichting Veteranen Brabant Zuid-Oost Eindhoven, vanaf 1 mei 2014 [onbezoldigd]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#14,"lid raad van advies Voedselbank Aalst / Waalre, vanaf 1 november 2014 [onbezoldigd]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#15,"lid raad van advies Stichting Elisabeth Strouven te Maastricht, vanaf 1 januari 2014 [onbezoldigd]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#16,"voorzitter Buurtonderneming Woensel-West, vanaf 1 januari 2012 [bezoldigd gaat naar werkgever]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#17,"lid raad van Advies OMO-scholen Eindhoven, van 1 mei 2014 tot 31 december 2015 [onbezoldigd]"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#18,"co-informateur, collegeonderhandelingen gemeente Nuenen ca., van maart 2014 tot mei 2014"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#19,"lid bestuur IXelf, van januari 2013 tot mei 2015"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#20,"voorzitter Programma 'Aandacht voor iedereen\", van 2012 tot mei 2015"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#21,"lid Raad van Toezicht \"Effenaar\", van mei 2010 tot maart 2015"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#22,"lid bestuur Stichting T-Huis, van 2010 tot februari 2015"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#23,"lid Raad van Toezicht Zuidzorg, van mei 2010 tot mei 2013"
H.M. Don,nevenfuncties,https://www.eerstekamer.nl/persoon/h_m_don_sp#24,"voorzitter Koepel WMO-raden, van september 2009 tot mei 2015"
mr. dr. A.W. Duthler,opleiding,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#1,"rechten Rijksuniversiteit Leiden, van 1989 tot 1992"
mr. dr. A.W. Duthler,opleiding,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#2,"bestuurskunde Universiteit Twente, van 1985 tot 1989"
mr. dr. A.W. Duthler,opleiding,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#3,"atheneum, Christelijke scholengemeenschap \"Ulenhof College\" te Doetinchem, van 1979 tot 1985"
mr. dr. A.W. Duthler,opleiding,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#4,"rechtsgeleerdheid (Rijks)universiteit Leiden, 22 september 1998"
mr. dr. A.W. Duthler,loopbaan,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#5,"advocaat en partner First Lawyers te ’s-Gravenhage, vanaf 1 februari 2014"
mr. dr. A.W. Duthler,loopbaan,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#6,"eigenaar van Duthler Associates te 's-Gravenhage, vanaf 1 december 1998"
mr. dr. A.W. Duthler,loopbaan,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#7,"adviseur ICT en recht, bestuurder, oprichter en eigenaar adviesbureau Duthler Associates te 's-Gravenhage, van 1 december 1998 tot en met 31 januari 2014"
mr. dr. A.W. Duthler,loopbaan,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#8,"adviseur informatie- en communicatierecht, KPMG EDP Auditors, van 1 januari 1993 tot 1 december 1998"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#9,"docent ICT en recht, postdoctorale opleiding IT auditing, Erasmus Universiteit, vanaf 2011"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#10,"arbiter Stichting Geschillenoplossing Automatisering (SGOA)"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#11,"docent cursus toegepaste cryptografie, Toptech Studies Delft, vanaf 2000"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#12,"lid bestuur Meldpunt Discriminatie Amsterdam, van 14 juni 2005 tot 12 december 2013"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#13,"lid Raad van Commissarissen van de Facultatieve Groep, van 15 juni 2010 tot 1 januari 2013"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#14,"lid Meyers Instituut, faculteit der rechtsgeleerdheid, Universiteit Leiden"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#15,"lid Raad van Toezicht COA (Centraal Orgaan Opvang Asielzoekers)"
mr. dr. A.W. Duthler,nevenfuncties,https://www.eerstekamer.nl/persoon/mr_dr_a_w_duthler_vvd#16,"onderzoeker/universitair docent Universiteit Leiden, Centrum voor eLaw"
A. Elzinga,opleiding,https://www.eerstekamer.nl/persoon/a_elzinga_sp#1,"politicologie: vergelijkende politicologie (onvoltooid), Universiteit van Amsterdam, van 1993 tot 1998"
A. Elzinga,opleiding,https://www.eerstekamer.nl/persoon/a_elzinga_sp#2,"natuur- en sterrenkunde (propedeuse), Universiteit van Amsterdam, van 1988 tot 1989"
A. Elzinga,opleiding,https://www.eerstekamer.nl/persoon/a_elzinga_sp#3,"v.w.o., \"Rijksscholengemeenschap Texel\" te Den Burg, van 1982 tot 1988"
A. Elzinga,loopbaan,https://www.eerstekamer.nl/persoon/a_elzinga_sp#4,"beleidsmedewerker Mondiaal FNV, vanaf 1 juni 2007"
A. Elzinga,loopbaan,https://www.eerstekamer.nl/persoon/a_elzinga_sp#5,"algemeen coördinator solidariteitsfonds \"XminY\", van 1 oktober 2003 tot 1 juni 2007"
A. Elzinga,loopbaan,https://www.eerstekamer.nl/persoon/a_elzinga_sp#6,"beleidsmedewerker uitkeringsgerechtigden en ouderen, FNV (Federatie Nederlandse Vakbeweging), van 5 november 2002 tot 1 oktober 2003"
A. Elzinga,loopbaan,https://www.eerstekamer.nl/persoon/a_elzinga_sp#7,"medewerker sociale zaken en werkgelegenheid, Tweede-Kamerfractie van de SP, van 23 juni 1998 tot 15 november 2002"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#8,"voorzitter van de subcommissie inzake het Europees Sociaal Handvest van de Parlementaire Vergadering van de Raad van Europa, sinds januari 2015"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#9,"OESO rapporteur voor de Parlementaire Vergadering van de Raad van Europa, sinds 2014"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#10,"lid van Nederlandse delegatie in de Parlementaire Vergadering van de Raad van Europa, sinds 2007"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#11,"voorzitter van de subcommissie inzake relaties met de OESO en de EBRD van de Parlementaire Vergadering van de Raad van Europa, van 2013 tot 2014"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#12,"lid FNV-commissie (kwartiermaker), ter voorbereiding van \"De Nieuwe Vakbeweging\", 2012"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#13,"voorzitter van de subcommissie inzake internationale Economische betrekkingen van de Parlementaire Vergadering van de Raad van Europa, van 2010 tot 2011"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#14,"medeoprichter van Tax Justice NL, in 2007"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#15,"voorzitter ATTAC Nederland, van 2004 tot 2007"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#16,"lid coördinatiegroep Nederlands Sociaal Forum (NSF), van 2004 tot 2005"
A. Elzinga,nevenfuncties,https://www.eerstekamer.nl/persoon/a_elzinga_sp#17,"lid bestuur Stichting Straatjournaal, van 2000 tot 2006"
prof. mr. J.W.M. Engels,opleiding,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#1,"Nederlands recht: publiekrecht, Rijksuniversiteit Groningen, tot 1977"
prof. mr. J.W.M. Engels,opleiding,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#2,"rechtsgeleerdheid Rijksuniversiteit Groningen, 10 december 1987"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#3,"hoogleraar Recht Decentrale Overheden (Oppenheimleerstoel), Rijksuniversiteit Groningen, vanaf 1 januari 2014"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#4,"lid Eerste Kamer der Staten-Generaal, vanaf 7 september 2004"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#5,"bijzonder hoogleraar gemeenterecht/gemeentekunde (Thorbecke-leerstoel), Universiteit Leiden, van 2001 tot 1 januari 2014"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#6,"lid Provinciale Staten van Drenthe, van 13 april 1999 tot september 2004"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#7,"lid gemeenteraad van Tynaarlo, van januari 1998 tot 1999"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#8,"wethouder (van bestuurlijke aangelegenheden, financiën en ruimtelijke ordening) van Eelde, van 1991 tot 1998; tevens loco-burgemeester"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#9,"lid gemeenteraad van Eelde, van 1990 tot 1998"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#10,"universitair hoofddocent staatsrecht, Rijksuniversiteit Groningen"
prof. mr. J.W.M. Engels,loopbaan,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#11,"werkzaam bij een planologisch adviesbureau"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#12,"voorzitter Raad van Commissarissen Rabobank Assen Noord-Drenthe"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#13,"redacteur \"Bestuurswetenschappen\", vanaf 1 januari 2009"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#14,"plaatsvervangend voorzitter commissie Rechtsbescherming Provincie Groningen, vanaf 1 mei 2007"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#15,"hoofdredacteur \"Jurisprudentie Gemeenten\", vanaf 1 januari 2002"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#16,"vicevoorzitter VNG-commissie Gemeentewet en Grondwet, van januari 2007 tot juni 2007"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#17,"adviseur Nationale Conventie (staatkundige vernieuwing), van januari 2006 tot november 2006"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#18,"rechter-plaatsvervanger Arrondissementsrechtbank te Assen, van 1988 tot 2004"
prof. mr. J.W.M. Engels,nevenfuncties,https://www.eerstekamer.nl/persoon/prof_mr_j_w_m_engels_d66#19,"rechter-plaatsvervanger Arrondissementsrechtbank te Groningen, van 1988 tot 2004"
dr. P. Ester,opleiding,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#1,"sociologie (afstudeerrichting Planning en Beleid), Rijksuniversiteit Utrecht, van 1970 tot 1976"
dr. P. Ester,opleiding,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#2,"h.b.s./v.w.o., Reformatorisch College Blaucapel te Utrecht, van 1965 tot 1970"
dr. P. Ester,opleiding,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#3,"economie (titel dissertatie: Consumer Behavior and Energy Conservation), Erasmus Universiteit Rotterdam, 21 juni 1984"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#4,"Lector Human Capital & Innovative Entrepreneurship, Hogeschool Rotterdam, Research Center Entrepreneurship & Business Innovation"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#5,"lid Eerste Kamer der Staten-Generaal, vanaf 7 juni 2011"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#6,"lector Arbeidsmarktvraagstukken en directeur Kenniscentrum Entrepreneurship & Business Innovation, Hogeschool Rotterdam, vanaf 2010"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#7,"visiting professor Institute for Social Research, University of Michigan te Ann Arbor (Mich. U.S.A.), 2000, 2004"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#8,"Netherlands-America Foundation Fellow, A.C. van Raalte Institute, Hope College, Michigan U.S.A."
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#9,"directeur Institute for Labour Studies, van 1999 tot 2009"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#10,"hoogleraar sociologie, Katholieke Universiteit Brabant te Tilburg en directeur IVA (Instituut voor Sociaal-Wetenschappelijk Onderzoek en Advies), van 1989 tot 1 augustus 2009"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#11,"hoofd onderzoeksafdeling SCP (Sociaal en Cultureel Planbureau), van 1984 tot 1989"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#12,"Fulbright Fellowship Claremont Graduate School te Los Angeles (Cal., U.S.A.) en Virginia Polytechnic Institute and State University te Blacksburg (Vir., U.S.A.), 1981"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#13,"hoofd sociale wetenschappen, Instituut voor Milieuwetenschappen (IVM), Vrije Universiteit te Amsterdam, van 1980 tot 1984"
dr. P. Ester,loopbaan,https://www.eerstekamer.nl/persoon/dr_p_ester_christenunie#14,"wetenschappelijk medewerker, Instituut voor Milieuwetenschappen (IVM), Vrije Universiteit te Amsterdam, van 1976 tot 1980"
