naam, type, uri, functie
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#5,"Redacteur/verslaggever, NOS / Den Haag Vandaag 1982-1989"
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#6,"TV 10, 1989-1990"
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#7,"Freelance journalist, o.m. Parool en RTL 1990-1995"
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#8,"Directeur Communicatie, Aegon 1995-2000"
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#9,"Directeur Elias Communicatie 2000-2006"
Ton Elias,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/elias-tmch-vvd#10,"Directeur Elias Advies 2000-2014"
Sietse Fritsma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/fritsma-sr-pvv#1,"HAVO, Scholengemeenschap Anna Maria van Schurman, Franeker 1984-1989"
Sietse Fritsma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/fritsma-sr-pvv#2,"HBO Personeel en Organisatie, Rijkshogeschool Groningen 1989-1992"
Sietse Fritsma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/fritsma-sr-pvv#3,"Sociale geografie, Rijksuniversiteit Groningen 1992-1998"
Sietse Fritsma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/fritsma-sr-pvv#4,"Beslismedewerker Immigratie- en Naturalisatiedienst IND 2000-2006"
Henk van Gerven,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gerven-hpj-van-sp#1,"Gymnasium-B 1967-1973"
Henk van Gerven,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gerven-hpj-van-sp#2,"Studie medicijnen, Universiteit Nijmegen 1973-1981"
Henk van Gerven,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gerven-hpj-van-sp#3,"Huisartsgeneeskunde, Universiteit Nijmegen 1983-1984"
Henk van Gerven,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gerven-hpj-van-sp#4,"Huisarts te Oss 1984-1998 en 2000-2003"
Henk van Gerven,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gerven-hpj-van-sp#5,"Wethouder gemeente Oss 1996-2000 en 2003-2006"
Sharon Gesthuizen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#1,"Stedelijk gymnasium, Nijmegen"
Sharon Gesthuizen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#2,"Hogeschool voor de Kunsten, Arnhem"
Sharon Gesthuizen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#3,"Bestuurslid Landelijke Studenten Vakbond 2002-2003"
Sharon Gesthuizen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#4,"Eigenaar video-fotobedrijf Sciamachie 2004-2005"
Sharon Gesthuizen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#5,"Gemeenteraadslid SP Haarlem 2006"
Sharon Gesthuizen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen-smjg-sp#6,"Fractiemedewerker Tweede Kamerfractie SP 2006"
Jaco Geurts,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#1,"MBO Werktuigbouwkunde"
Jaco Geurts,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#2,"HBO rentmeesteropleiding, Hogeschool Van Hall Larenstein"
Jaco Geurts,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#3,"Diverse cursussen"
Jaco Geurts,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#4,"Werkvoorbereider / inkoper / kwaliteitsmanager"
Jaco Geurts,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#5,"Landelijk secretaris Nederlandse Vakbond Varkenshouders"
Jaco Geurts,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#6,"Rentmeester / ondernemer"
Jaco Geurts,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/geurts-jl-cda#7,"Gemeenteraadslid en fractievoorzitter CDA Barneveld (vanaf 7 maart 2006 t/m 01 oktober 2012)"
Rik Grashoff,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#1,"VWO, 1979 diploma"
Rik Grashoff,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#2,"Technische Universiteit Delft, faculteit civiele techniek, 1988 ingenieursdiploma"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#3,"Constructief ontwerper bij Octatube Spacestructures te Delft, 1988"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#4,"Adviseur bouwtechniek/bouwfysica en technisch beheer bij adviesbureau de Straat te Delft/Stra.B consultants te Breda/Delft, 1989 - 1992"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#5,"Projectleider bij Budget Bouwmanagement en Projectbegeleiding te Etten-Leur, 1992-1995"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#6,"Rayonmanager bij de gemeente Haarlemmermeer, dienst Openbare Werken, 1996 - 1998"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#7,"Wethouder te Delft, portefeuille ruimtelijke ordening, verkeer en vervoer, milieu, vastgoed en binnenstadsbeleid, bouwtoezicht en monumenten, stadsbeheer (Groen Links), 1998 -2006"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#8,"zelfstandig adviseur op terrein van duurzaamheidsvraagstukken 2006 - 2008"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#9,"Duurzaamheidsambassadeur bij woningcorporatie Woonbron te Rotterdam, 2006 - 2008"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#10,"Wethouder te Rotterdam, portefeuille Participatie, Cultuur en Milieu. (GroenLinks), 2008 - mei 2010"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#11,"Zelfstandig adviseur sept., 2010 - heden"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#12,"Overige functies:"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#13,"Lid van de faculteitsraad Civiele Techniek - TU Delft, 1981 - 1982"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#14,"Voorzitter van de Vereniging voor Studie en Studentenbelangen van de TU Delft (VSSD), 1982 - 1983"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#15,"Bestuurslid van de Landelijke Studentenvakbond (LSVb), 1983 - 1984"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#16,"Lid van de faculteitsraad van de faculteit Wijsbegeerte en Maatschappijwetenschappen van de TU Delft, 1983 - 1984"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#17,"Lid van het landelijk partijbestuur van GroenLinks 1993 - 1994"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#18,"Lid van de gemeenteraad van Delft, voor GroenLinks 1994 - 1998"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#19,"Bestuurslid van Energie Cités, 2003 - 2006"
Rik Grashoff,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/grashoff-hj-gl#20,"Lid van het nationaal Platform Energietransitie Gebouwde Omgeving (PEGO), 2006 - 2008"
Dion Graus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#1,"VWO"
Dion Graus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#2,"HBO Management"
Dion Graus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#3,"Phytotherapie"
Dion Graus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#4,"Div. sales-/ marketing-/PR-Management functies automobielbranche 1991-1996"
Dion Graus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#5,"Dierenartsenbezoeker AST-Farma 1997-1999"
Dion Graus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#6,"Managing Director Anisane/Chassot NL 1999-2002"
Dion Graus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#7,"Manager Nutraceuticals Chassot/Vétoquinol Benelux 2002-2003"
Dion Graus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/graus-djg-pvv#8,"TV Producent/presentator 2003-2006"
Ed Groot,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#1,"Atheneum-b"
Ed Groot,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#2,"Filosofie (niet voltooid), Universiteit van Amsterdam (1 jaar)"
Ed Groot,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#3,"Economie, Universiteit van Amsterdam, tot 1985"
Ed Groot,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#4,"Redacteur 'Het Financieele Dagblad' 1985-1996"
Ed Groot,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#5,"Adviseur/speechschrijver, Ministerie van Sociale Zaken en Werkgelegenheid 1996-2000"
Ed Groot,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/groot-va-pvda#6,"Redacteur en columnist economie en politiek, 'Het Financieele Dagblad' (FD Mediagroep) 2000-2010"
Sultan Günal-Gezer,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#1,"Schakelopleiding, MBO College, 's-Hertogenbosch 1990-1991"
Sultan Günal-Gezer,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#2,"Sociale Dienstverlening, MBO College, 's-Hertogenbosch 1991-1994"
Sultan Günal-Gezer,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#3,"Culturele en Maatschappelijke Vorming, Hoger Sociaal Agogisch Onderwijs, 's-Hertogenbosch 1994-1996"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#4,"Projectmedewerkster STAM (Stimuleringsproject Allochtone Meisjes) 1990-1992"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#5,"Projectcoördinator en onderwijshulpverlener onderwijs- en ontwikkelingsprogramma Opstap 1992-2006"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#6,"Steunfractielid PvdA Uden 1998-2002"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#7,"Rosa-leergang 12 PvdA 2001-2002"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#8,"Gemeenteraadslid PvdA Uden 2002-2006"
Sultan Günal-Gezer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/g%C3%BCnal-gezer-s-pvda#9,"Wethouder PvdA Uden 2006 t/m 08-11-2012"
Wassila Hachchi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#1,"Bedrijfskunde, Erasmus Universiteit Rotterdam 1998-2002"
Wassila Hachchi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#2,"Stage bij Eurocontrol 2002"
Wassila Hachchi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#3,"Officiersopleiding logistiek/korps administratie, KIM (Koninklijk Instituut voor de Marine) 2003-2004"
Wassila Hachchi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#4,"Public management and policy (MPA), Open Universiteit 2006"
Wassila Hachchi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#5,"Ppowerstage bij diverse overheidinstanties (als Jonge Ambtenaar van het Jaar 2007)"
Wassila Hachchi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#6,"Officier Logistieke Dienst, Koninklijke Marine 2003-2007"
Wassila Hachchi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#7,"Controller/beleidsadviseur, directie Financieel-Economische Zaken, Ministerie van Economische Zaken 2007-2009"
Wassila Hachchi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hachchi-w-d66#8,"Hoofd Planning & Control, Commando DienstenCentra, Ministerie van Defensie 2009-2010"
Sybrand van Haersma Buma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#1,"VWO, Rijksscholengemeenschap Magister Alvinus te Sneek 1977-1983"
Sybrand van Haersma Buma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#2,"Rechten, Rijksuniversiteit Groningen 1983-1989"
Sybrand van Haersma Buma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#3,"Internationaal recht, Universiteit van Cambridge (GB) 1989-1990"
Sybrand van Haersma Buma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#4,"Stafjurist afdeling Rechtspraak, Raad van State 1990-1992"
Sybrand van Haersma Buma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#5,"Projectsecretaris project reisdocumenten, Ministerie van Binnenlandse Zaken 1992-1994"
Sybrand van Haersma Buma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#6,"Beleidsmedewerker Justitie, tevens plv ambtelijk secretaris CDA Tweede Kamerfractie 1994-2002"
Sybrand van Haersma Buma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/haersma-buma-s-van-cda#7,"Gemeenteraadslid CDA Leidschendam/Voorburg 2002"
Mark Harbers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#1,"VWO"
Mark Harbers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#2,"Economie, Erasmus Universiteit Rotterdam (niet afgerond)"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#3,"Deelgemeenteraadslid VVD Kralingen-Crooswijk, Rotterdam 1992-1998"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#4,"Communicatieadviseur, BIKKER Communicatie, Rotterdam 1997-2000"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#5,"Lid en vice-voorzitter Hoofdbestuur VVD 1999-2005"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#6,"Communicatieadviseur, Dröge&Van Drimmelen, Den Haag 2000-2004"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#7,"Gemeenteraadslid VVD Rotterdam 2002-2007"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#8,"Hoofd Communicatie, Kenniscentrum Grote Steden/NICIS Instituut 2004-2006"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#9,"Politiek assistent, minister Zalm van Financiën 2006-2007"
Mark Harbers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/harbers-mgj-vvd#10,"Wethouder van Economie, Haven en Milieu, gemeente Rotterdam 2007-2009"
Rudmer Heerema,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerema-rj-vvd#1,"Geen opgave"
Pieter Heerma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#1,"VWO, Damstede te Amsterdam 1989-1995"
Pieter Heerma,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#2,"Politicologie, richting politiek en communicatie, Vrije Universiteit Amsterdam 1995-2001"
Pieter Heerma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#3,"Student assistent UvA/ASCOR NIOD, onderzoek Srebrenica 1999-2001"
Pieter Heerma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#4,"Woordvoerder en persvoorlichter CDA Tweede Kamerfractie 2002-2007"
Pieter Heerma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#5,"Hoofd Voorlichting CDA Tweede Kamerfractie 2007-2011"
Pieter Heerma,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/heerma-pe-cda#6,"Hoofd Corporate Communicatie, De Friesland Zorgverzekeraar 2011-2012"
Lilian Helder,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helder-lmjs-pvv#1,"Nederlands recht, Radboud Universiteit Nijmegen"
Lilian Helder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helder-lmjs-pvv#2,"Diverse aanstellingen in de advocatuur"
Lilian Helder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helder-lmjs-pvv#3,"Advocaat, Houben en Van Dijck Advocaten 2007-2010"
Martijn van Helvert,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#1,"Gymnasium College Sittard, 1990 -1996"
Martijn van Helvert,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#2,"Universiteit Utrecht, Faculteit der Letteren, Geschiedenis van de Oudheid en Antieke Cultuur, 1997 -2003"
Martijn van Helvert,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#3,"Docent Geschiedenis Trevianum Scholingsgroep, 2003 - 2008"
Martijn van Helvert,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#4,"Bestuursassistent Gedeputeerde Lebeno Prov. Limburg, 2008 - 2011"
Martijn van Helvert,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#5,"Beleidsmedewerker Economie Gemeente Heerlen, 2011 - 2014"
Martijn van Helvert,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#6,"Lid directie Historisch Goud in Heerlen, 2014 - nov. 2014"
Martijn van Helvert,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/helvert-mjf-van-cda#7,"Zelfstandig Ondernemers Optimus XT Advies, 2013 -2014"
Duco Hoogland,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#1,"Tweetalig VWO, Openbare Scholengemeenschap Wolfert van Borselen, Rotterdam 1996-2003"
Duco Hoogland,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#2,"Training procesbegeleider Nationaal Jeugd Debat, Volks Hogeschool (Blooming) 2001"
Duco Hoogland,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#3,"Politieke wetenschappen, BSc, Universiteit Leiden 2003-2009"
Duco Hoogland,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#4,"Politieke wetenschappen, MSc, Universiteit van Amsterdam 2009-2010"
Duco Hoogland,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#5,"Master of Management, Open Universiteit Nederland 2011-heden"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#6,"Jurylid, Rotterdamse vrijwilligersprijs 2003-2006"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#7,"Voorzitter bestuur, Nationale Jeugdraad 2004-2005"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#8,"Voorzitter Pvda Rotterdam, deelgemeente Feijenoord 2004-2006"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#9,"Lid staatsadviescommissie jeugd, geweld en media 2005"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#10,"Gemeenteraadslid PvdA Rotterdam 2006-2010"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#11,"Lid Raad van Advies, Nationale Jeugdraad 2006-2011"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#12,"Zelfstandig dagvoorzitter 2007-heden"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#13,"Trainer, Nationale Jeugdraad 2008-2010"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#14,"Politiek assistent van wethouder dhr. Karakus 2010-heden"
Duco Hoogland,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/hoogland-d-pvda#15,"Wekelijks radioculumnist 'Nu al wakker Nederland', Omroep WNL (Radio 1) 2011-heden"
Johan Houwers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#1,"VWO"
Johan Houwers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#2,"Sociale geografie (kandidaats), Katholieke Universiteit Nijmegen (bijvak economie)"
Johan Houwers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#3,"Planologie, Katholieke Universiteit Nijmegen (bijvakken bestuurskunde en landschapsgeografie)"
Johan Houwers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#4,"Assurantieopleidingen"
Johan Houwers,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#5,"Makelaarsopleiding"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#6,"Medewerker/bedrijfsleider horecabedrijf op camping 1982-1984"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#7,"Medewerker van een makelaars-/assurantiekantoor te Winterswijk 1984-1994"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#8,"Gemeenteraadslid VVD Winterswijk 1990-2002 en fractievoorzitter vanaf maart 2010 als"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#9,"Wethouder (van ruimtelijke ordening en volkshuisvesting) Winterswijk 1994-2001"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#10,"Lid waterschapbestuur DB en AB, Waterschap van de Oude Ijssel 1994-1995"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#11,"Provinciale Statenlid VVD Gelderland 1999-2010"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#12,"Voorzitter VVD regionaal bestuurdersoverleg Achterhoek 2000-2010"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#13,"Eigenaar/makelaar Houvast makelaars B.V., Winterswijk en Varsseveld, vanaf 2001 (sinds 2002 zelfstandig makelaar)"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#14,"Directeur/mede-eigenaar Houw-vast Beheer B.V."
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#15,"Lid partijraad VVD 2008-2010"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#16,"Lijsttrekker VVD gemeenteraadsverkiezingen in Winterswijk 2010"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#17,"Tweede Kamerlid VVD september 2012 t/m juli 2013"
Johan Houwers,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/houwers-j-houwers#18,"Tweede Kamerlid Houwers vanaf 25 maart 2015"
Lutz Jacobi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#1,"Rechtswetenschappen, basisdoctoraal"
Lutz Jacobi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#2,"Nieuwe lerarenopleiding “Ubbo-Emmius”/NHL-tweede graads Nederlandse taal- en letterkunde / Gezondheidskunde"
Lutz Jacobi,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#3,"Diverse opleidingen en Masterclasstrajecten betreffende bedrijfskundig – en personeelsmanagement"
Lutz Jacobi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#4,"Hoofd afdeling Beleid en Onderzoek en Algemene Gezondheidszorg, GGD \"De Friese Wouden\", tevens waarn. directeur en vanaf 1993 adj-directeur, GGD Drachten, 1992-1995"
Lutz Jacobi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#5,"Directeur, GGD \"De Friese Wouden\" 1995-1999"
Lutz Jacobi,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jacobi-l-pvda#6,"Directeur, GGD Fryslân en geneeskundig functionaris, grootschalige geneeskundige hulpverlening bij rampen 1999-2006"
Tanja Jadnanansing,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/jadnanansing-tm-pvda#1,"Nederlands recht, Vrije Universiteit te Amsterdam 1987-1994"
