naam, type, uri, functie
Paul van Meenen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#1,"Gymnasium, Huygenslyceum te Voorburg 1974"
Paul van Meenen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#2,"Doctoraal Wiskunde, Universiteit Leiden 1980"
Paul van Meenen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#3,"Docent wiskunde, ROC Leiden 1979-1985"
Paul van Meenen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#4,"Docent wiskunde/statistiek/operations research, HEAO Hogeschool West-Brabant te Breda 1985-1988"
Paul van Meenen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#5,"Hoofd gemeenschappelijke propedeuse HEAO Hogeschool West-Brabant te Breda 1988-1996"
Paul van Meenen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#6,"Rector Veurs College te Leidschendam-Voorburg 1996-2002"
Paul van Meenen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/meenen-ph-van-d66#7,"Directievoorzitter/voorzitter college van bestuur Scholengroep Spinoza, Leidschendam-Voorburg-Den Haag 2002-2012"
Arnold Merkies,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#1,"VWO, Atheneum College Hageveld te Heemstede 1981-1988"
Arnold Merkies,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#2,"Highschool, American Highschool te Bangkok 1982-1983"
Arnold Merkies,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#3,"Economie, Universiteit van Amsterdam 1988-1994"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#4,"NZH stage 1993-1994"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#5,"Medewerker Vrije Universiteit boekhandel 1995"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#6,"IBM Credit Card Billing Development 1995-1997"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#7,"IBM Global Services Deployment 1997-1998"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#8,"Adviseur, Bortiboll Communications 1998-1999"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#9,"CSC 1999-2002"
Arnold Merkies,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/merkies-az-sp#10,"Beleidsmedewerker Financiën, SP Tweede Kamerfractie 2006-2012"
Anouchka van Miltenburg,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/miltenburg-van-vvd#1,"Academie voor Journalistiek en Voorlichting, Tilburg 1986-1991"
Anouchka van Miltenburg,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/miltenburg-van-vvd#2,"Freelance journalist bij diverse media/mediabedrijven"
Mohammed Mohandis,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#1,"VBO, Coenegroep College, Gouda"
Mohammed Mohandis,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#2,"MBO niveau 4 Marketing en Communicatie, ID College, Gouda"
Mohammed Mohandis,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#3,"HBO Communicatiemanagement, richting Overheidscommunicatie, Utrecht"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#4,"Medeoprichter en bestuursvoorzitter Jonge Socialisten, Gouda 2004"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#5,"Landelijk bestuurslid Jonge Socialisten: afdelingen- en ledenbeheer 2004-2006"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#6,"Medeoprichter Jeugdraad, Gouda 2005"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#7,"Raadslid PvdA gemeente Gouda (vanaf 2006 tot oktober 2012)"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#8,"Bestuurslid: persvoorlichter, communicatie- en pr-adviseur, Zaalvoetbalvereniging Watergras, Gouda 2007-2008"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#9,"Stage HBO, Woningcorporatie Mozaïek Wonen, Gouda 2008"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#10,"Lid Presidium Jonge Socialisten 2008-2009"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#11,"Communicatieadviseur en beleidsmedewerker en stagiair onderzoeker, Samenwerkingsverband Marokkaanse Nederlanders (SMN), Utrecht 2008-2010"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#12,"Landelijk voorzitter Jonge Socialisten in de PvdA 2009-2010"
Mohammed Mohandis,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mohandis-m-pvda#13,"Beleidsmedewerker religie, rechtstaat en samenleving, Kennisinstituut FORUM 2010-2012"
Jacques Monasch,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#1,"Bestuurskunde, Rijksuniversiteit Groningen"
Jacques Monasch,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#2,"Politieke economie, University of Essex"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#3,"Ambtenaar directoraat-generaal van Rijksbegroting, Ministerie van Financiën, vanaf 1989"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#4,"Deelgemeenteraadslid Amsterdam-De Pijp (vanaf 1990 tot 1994)"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#5,"Secretaris Centrum voor Lokaal Bestuur van WBS (Wiardi Beckman Stichting)"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#6,"Directeur Beleid en Campagnes, Landelijk Partijbureau en hoofd Voorlichting Tweede Kamerfractie PvdA, vanaf 1993"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#7,"Campagnemanager PvdA Tweede Kamerverkiezingen 1994 en 2002"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#8,"Eigenaar 'Monasch Strategie & Communicatie'"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#9,"Directeur NDI (National Democratic Institute for International Affairs, buitenlandinstituut van de Amerikaanse Democratische Partij), vanaf 1996 (o.m. uitgezonden naar Oekraïne en Rusland en diverse voormalige Sovjet Republieken en Balkanlanden)"
Jacques Monasch,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/monasch-js-pvda#10,"Docent Internationaal Recht- en Betrekkingen, Koninklijk Instituut voor de Marine (KIM)"
Perjan Moors,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#1,"Stedelijk Gymnasium, Arnhem 1987"
Perjan Moors,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#2,"Ir. Technische Informatica, TU Delft 1996"
Perjan Moors,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#3,"Part time Executive MBA, TSM Business School, Enschede 2008"
Perjan Moors,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#4,"Projectmanager Rabobank, 1996 - 2001"
Perjan Moors,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#5,"Hoofd ICT Services Indover bank, 2001 - 2004"
Perjan Moors,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#6,"Directeur/eigenaar Wavesurfer 2004, - heden"
Perjan Moors,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#7,"Projectmanager Logica, 2006 - 2011"
Perjan Moors,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/moors-pjmj-vvd#8,"zelfstandig project- en interimmanager, 2011-2014"
Anne Mulder,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#1,"VWO, Thorbecke Scholengemeenschap, Zwolle"
Anne Mulder,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#2,"Staatkundige economie, Erasmus Universiteit Rotterdam (deels aan de Universiteit van Stellenbosch, Zuid-Afrika)"
Anne Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#3,"Ministerie van Financiën 1996-2000"
Anne Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#4,"Beleidsmedewerker VVD Tweede Kamerfractie 2000-2004"
Anne Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#5,"Voorzitter VVD gemeenteraadsfractie Den Haag 2002-2010"
Anne Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#6,"Ministerie van Binnenlandse Zaken en Koninkrijksrelaties 2004-2005"
Anne Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-vvd#7,"Consultant public affairs, Pauw Sanders Zeilstra Van Spaendonck 2005-2010"
Agnes Mulder,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#1,"Internationale politieke economie, Rijksuniversiteit Groningen 1992-1998"
Agnes Mulder,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#2,"Dienend leiderschap, Nyenrode Business Universiteit 2010-2011"
Agnes Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#3,"Accountmanager MKB/Management trainee, ABN AMRO Bank NV 1998-2004"
Agnes Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#4,"Provinciale Statenlid CDA Drenthe 2003-2010"
Agnes Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#5,"Vestigingsleider Drenthe, Kamer van Koophandel Noord-Nederland (vanaf 2004 tot heden)"
Agnes Mulder,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/mulder-ah-cda#6,"Fractievoorzitter CDA gemeenteraad Assen (vanaf maart 2010 tot heden)"
Helma Neppérus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#1,"MMS"
Helma Neppérus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#2,"School voor Journalistiek"
Helma Neppérus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#3,"Nederlands Recht, Universiteit Leiden"
Helma Neppérus,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#4,"Fiscaal Recht, Universiteit Leiden"
Helma Neppérus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#5,"Werkzaam bij de Belastingdienst, laatste functie: lid managementteam 1976-2004"
Helma Neppérus,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nepp%C3%A9rus-h-vvd#6,"Hoofddirecteur luchtvaart, Inspectie Verkeer en Waterstaat 2005-2006"
Henk Nijboer,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#1,"VWO, Wessel Gansfort College, Groningen 1995-2001"
Henk Nijboer,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#2,"Doctoraal algemene economie (cum laude), Rijksuniversiteit Groningen 2001-2007"
Henk Nijboer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#3,"Weekend- en vakantiemedewerker, Verzorgingshuis Innersdijk 1998-2002"
Henk Nijboer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#4,"Provinciale Statenlid PvdA, provincie Groningen, portefeuille fysieke infrastructuur, Zuiderzeelijn, toerisme en recreatie 2003-2007"
Henk Nijboer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#5,"Student-assistent, onderzoeksproject 'Hervorming Sociale Zekerheid' (afstudeerscriptie), Universiteit Leiden 2006-2007"
Henk Nijboer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#6,"Promotieonderzoek, onderzoeksproject 'Hervorming Sociale Zekerheid', Universiteit Leiden 2007-heden (onbezoldigd vanaf sept 2012)"
Henk Nijboer,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijboer-h-pvda#7,"Coördinerend beleidsmedewerker, directie Algemene Financiële en Economische Politiek (AFEP), Ministerie van Financiën 2008-2012"
Chantal Nijkerken-de Haan,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#1,"HAVO, Noctua, Den Haag 1992"
Chantal Nijkerken-de Haan,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#2,"Beleid Bestuur en Management Opleidingen, Haagse Hogeschool, 1992-1997"
Chantal Nijkerken-de Haan,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#3,"Total Quality Management, Hogeschool West-Brabant, 1997-1998"
Chantal Nijkerken-de Haan,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#4,"Leergang Het nieuwe Besturen, Maastricht University School of Business and Economics, 2011-2012"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#5,"Coördinator Kwaliteit&Arbo, Inkoop & Gebouwenbeheer, BOB Opleidingen Bouwcentrum, 1994-2000"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#6,"Stafadviseur Stichting Klinische Genetica Zuid-Oost Nederland / academisch ziekenhuis Maastricht, 2000-2007"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#7,"Stafadviseur Bedrijfsvoering & KRAM ( Kwaliteit, Risico, Arbo & Milieu) Oncologiecentrum, academisch ziekenhuis Maastricht, 2007-2010"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#8,"Wethouder Gemeente Onderbanken, 2010-2012"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#9,"Wethouder Gemeente Meerssen, 2013-2014"
Chantal Nijkerken-de Haan,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nijkerken-de-haan-cna-vvd#10,"Nijkerken Interim Management & Advies, zelfstandig Project & Interim manager, 2014-2015"
Michiel van Nispen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nispen-m-van-sp#1,"VWO, Nassau Scholengemeenschap Breda, 1994 - 2000"
Michiel van Nispen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nispen-m-van-sp#2,"Nederlands recht, Universiteit van Tilburg, afstudeerrichting privaatrecht, 2000 - 2004"
Michiel van Nispen,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nispen-m-van-sp#3,"Master Internationaal en Europees publiekrecht, 2006 - 2007"
Michiel van Nispen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nispen-m-van-sp#4,"Medewerker op advocatenkantoren, 2004-2007"
Michiel van Nispen,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/nispen-m-van-sp#5,"Beleidsmedewerker justitie SP Tweede Kamerfractie, 2007-2014"
Pieter Omtzigt,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#1,"VWO, R.K. Lyceum de grundel, Hengelo 1986-1992"
Pieter Omtzigt,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#2,"BA Economics and Statistics with European Studies, Universiteit van Exeter 1992-1996"
Pieter Omtzigt,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#3,"Erasmusjaar in Rome 1994-1995"
Pieter Omtzigt,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#4,"PhD Economie, in Florence aan het Europees Universitair Instituut 1996-2003"
Pieter Omtzigt,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#5,"Universiteit van Insubrië, Varese (Italië) 2000-2002"
Pieter Omtzigt,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#6,"Post-doc econometrie, Universiteit van Amsterdam 2002-2004"
Pieter Omtzigt,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/omtzigt-ph-cda#7,"Tweede Kamerlid 2003-juni 2010 en vanaf oktober 2010"
Astrid Oosenbrug,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#1,"Dalton 'Han Stijkel', Den Haag (niet afgerond) 1980-1982"
Astrid Oosenbrug,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#2,"Juliana MAVO, Rotterdam (niet afgerond) 1983"
Astrid Oosenbrug,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#3,"Moeder MAVO, Rotterdam (niet afgerond) 1984"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#4,"Helpdeskmedewerker, bART Internet Services Rotterdam 1999-2000"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#5,"NT Systeembeheerder, VIA NET.WORKS Rotterdam 2000-2001"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#6,"Senior Intern Systeembeheerder, XS4ALL, Diemen 2001-2006"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#7,"Vrijwilliger Kindertelefoon Jeugdzorg Rotterdam 2005-2009"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#8,"Systeem-/Netwerkbeheerder, Melanchthon Rotterdam 2006-2007"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#9,"Applicatiebeheerder/systeembeheerder, SVB Media Services Rotterdam 2007"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#10,"SysAdmin/consultant, Stichting IT-Works!, Rotterdam 2008"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#11,"SysAdmin/technical support, Omroep West, Den Haag 2009-2011"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#12,"Gemeenteraadslid PvdA Lansingerland 2010-2012"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#13,"Systeembeheerder, FortaGroep, Rhoon 2011-2012"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#14,"Raadslid gemeente Lansingerland tot 01-11-2012"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#15,"Bestuurslid PvdA Homo Emancipatie Netwerk 2011-heden"
Astrid Oosenbrug,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosenbrug-rfa-pvda#16,"Bestuurslid Vrouwen in de Partij van de Arbeid 2011-heden"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#1,"VWO"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#2,"Beroepsopleiding Advocatuur"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#3,"Rechten, specialisatie civielrecht en Europees/internationaal recht, Universiteit Leiden 1996-2001"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#4,"L'Institut Sciences Politiques, Parijs 1999-2000"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#5,"Basisopleiding Mediation"
Foort van Oosten,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#6,"Topkadertraining VVD"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#7,"Advocaat AKD Prinsen Van Wijnen, Rotterdam 2001-2006"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#8,"Departementsadvocaat Ministerie van Buitenlandse Zaken 2006-2011"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#9,"Lid, later voorzitter Rekenkamer Leiderdorp 2006-2011"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#10,"Gemeenteraadslid VVD Schiedam 2007-2011"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#11,"Fractievoorzitter VVD gemeenteraad Schiedam 2010-2011"
Foort van Oosten,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/oosten-f-van-vvd#12,"Wethouder VVD Schiedam 2011-2012"
Selçuk Öztürk,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/%C3%B6zt%C3%BCrk-s-grk%C3%B6#1,"Provinciale Statenlid PvdA Limburg tot 01-12-2012"
Selçuk Öztürk,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/%C3%B6zt%C3%BCrk-s-grk%C3%B6#2,"Gemeenteraadslid PvdA Roermond tot 11 april 2013"
Alexander Pechtold,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#1,"Gymnasium-A, Rotterdamsch Lyceum, tot 1985"
Alexander Pechtold,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#2,"Kunstgeschiedenis en archeologie, Rijksuniversiteit Leiden, tot 1996"
Alexander Pechtold,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#3,"Diploma veilinghouder 1995"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#4,"Veilingmeester en adjunct-directeur, Van Stockum's Veilingen, 's-Gravenhage 1992-1997"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#5,"Gemeenteraadslid Leiden 1994-2002"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#6,"Wethouder, gemeente Leiden (sport, cultuur, recreatie en monumenten, milieu) 1997-2002, grotestedenbeleid 1998-2002, onderwijs 2002-2003, verkeer en vervoer 2002-2003) 1997-2003"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#7,"Burgemeester van Wageningen 2003-2005"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#8,"Minister zonder portefeuille (minister voor bestuurlijke vernieuwing en Koninkrijksrelaties) 2005-2006"
Alexander Pechtold,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/pechtold-d66#9,"Fractievoorzitter Tweede Kamerfractie D66 vanaf 2006"
Sjoerd Potters,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#1,"VWO, Mencia de Mendoza lyceum, Breda 1988-1993"
Sjoerd Potters,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#2,"Nederlands Recht, Katholieke Universiteit Tilburg 1993-1998"
Sjoerd Potters,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#3,"Opleiding NMI-Mediator, Merlijn, Nuland 2004-2005"
Sjoerd Potters,opleiding,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#4,"Leergang Gemeentesecretaris, Bestuursacademie, Tilburg 2008-2009"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#5,"Regiomanager en projectconsulent, Maandag BV Zuid-Nederland 1998-2001"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#6,"Teammanager ruimtelijke ordening, afdeling ruimtelijke ordening en verkeer, Gemeente Helmond 2001-2005"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#7,"Afdelingshoofd bureau VPA (Milieu) en bestuursassistent gedeputeerde dhr. Hoes, Provincie Noord-Brabant, Den Bosch 2005-2008"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#8,"Gemeentesecretaris en algemeen directeur, gemeente Haaren 2008-2010"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#9,"Wethouder gemeente Waalwijk 2010-2012"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#10,"Mediator, Bemiddeling & mediationbureau 'Consensus' (eigen adviesbureau), Waalwijk"
Sjoerd Potters,loopbaan,http://www.tweedekamer.nl/kamerleden/alle_kamerleden/potters-sccm-vvd#11,"Voorzitter / lid commissie bezwaarschriften, gemeente Oss"
